case_id,open_date,case_topic,service_name,assigned_department,assigned_team,case_status,closure_reason,closure_comments,close_date,target_close_date,on_time,report_source,full_address,street_number,street_name,zip_code,neighborhood,public_works_district,city_council_district,fire_district,police_district,ward,precinct,submitted_photo,closed_photo,longitude,latitude
BCS-00106116,2025-10-23 11:53:13.059545+00,Street Light Knockdown,Street Light Knockdown,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-26 11:53:13.059545+00,OVERDUE,BOS311,,,,,Fenway,10A,7,4,D4,4.0,11.0,,,,
BCS-00109751,2025-10-30 18:24:10.948+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-02 17:24:10.948+00,OVERDUE,Call,"59 Brainerd Rd, Boston, MA 02134",59,Brainerd Rd,2134.0,Allston,4,9,11,D14,21.0,5.0,,,-71.132832,42.348069
BCS-00112332,2025-11-04 19:23:14.166309+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-07 19:23:14.166309+00,ONTIME,BOS311,"5 Braemore Rd, Boston, MA 02135",5,Braemore Rd,2135.0,Brighton,4,9,11,D14,21.0,15.0,,,-71.15248749,42.3385063
BCS-00107016,2025-10-25 06:30:16.838014+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-28 06:30:16.838014+00,OVERDUE,BOS311,"30-32 Porter St, Boston, MA 02128",30,Porter St,2128.0,East Boston,9,1,1,A7,1.0,6.0,,,-71.037729,42.374565
BCS-00112288,2025-11-04 17:48:28.911731+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,Closed,Transitioned,,2025-11-05 07:31:37+00,2025-11-07 17:48:28.911731+00,ONTIME,BOS311,"372 Arborway, Boston, MA 02130",372,Arborway,2130.0,Jamaica Plain,2,6,9,E13,11.0,10.0,,,-71.1165555,42.302871
BCS-00111556,2025-11-03 16:19:09.054+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-06 16:19:09.054+00,OVERDUE,Call,"450 Harrison Ave, Boston, MA 02118",450,Harrison Ave,2118.0,South End,1C,3,4,D4,3.0,16.0,,,-71.0649495,42.342705
BCS-00067947,2025-08-06 13:47:45.509+00,Lost Pet,Lost Pet,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-06 17:30:06+00,2025-08-09 13:47:45.509+00,ONTIME,Call,"5 Vine Ave, Roxbury, MA 02119",5,Vine Ave,2119.0,Roxbury,10B,7,7,B2,8.0,3.0,,,-71.077392,42.325812
BCS-00074808,2025-08-19 20:01:16.813+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-22 20:01:16.813+00,OVERDUE,Call,"7 Davitt St, Dorchester, MA 02125",7,Davitt St,2125.0,Dorchester,3,3,7,C11,13.0,10.0,,,-71.0493795,42.313023
BCS-00085148,2025-09-07 07:29:44.909+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-07 08:00:06+00,2025-09-10 07:29:44.909+00,ONTIME,Call,"791 Tremont St, Roxbury, MA 02118",791,Tremont St,2118.0,Roxbury,10B,7,4,D4,9.0,6.0,,,-71.0817795,42.338817
BCS-00108029,2025-10-28 08:51:35.904+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-31 08:51:35.904+00,OVERDUE,Call,"40 Kingsland Rd, Boston, MA 02132",40,Kingsland Rd,2132.0,West Roxbury,6A,6,10,E5,20.0,17.0,,,-71.168679,42.289632
BCS-00090323,2025-09-17 16:40:45.854+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-17 17:15:05+00,2025-09-20 16:40:45.854+00,ONTIME,Call,"70 Seattle St, Allston, MA 02134",70,Seattle St,2134.0,Allston,4,9,11,D14,22.0,1.0,,,-71.1258075,42.360903
BCS-00110707,2025-11-01 20:18:23.397835+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-04 19:19:02.364383+00,OVERDUE,BOS311,,,,,,,2,3,C6,3.0,14.0,,,,
BCS-00108217,2025-10-28 11:34:41.483049+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,Closed,Noted,The tree in question is located on private property. The BPRD Urban Forestry Division does not maintain trees located on private property. It is the responsibility of the property owner to maintain their trees. You may contact Eversource to see if they can assist with the matter as well.,2025-10-29 12:36:03+00,2025-10-31 11:34:41.483049+00,ONTIME,BOS311,"2 Carmela Ln, Boston, MA 02124",2,Carmela Ln,2124.0,Dorchester,7A,4,8,C11,17.0,11.0,,,-71.0674785,42.284637
BCS-00110816,2025-11-02 10:02:04.024742+00,Planting Request,Planting Request,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-05 10:02:04.024742+00,OVERDUE,BOS311,"291-303A Huntington Ave, Boston, MA 02115",44,Gainsborough St,2115.0,Fenway,10A,7,4,D4,4.0,8.0,,,-71.0869815,42.341643
BCS-00111409,2025-11-03 13:55:42.083192+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Closed,Noted,The City of Boston does not maintain trees on private property. It is the property owners responsibility to maintain the trees on their own property. The property owner will need to hire a private tree care contractor.,2025-11-03 14:06:03+00,2025-11-06 13:55:42.083192+00,ONTIME,BOS311,"17 Milwood St, Boston, MA 02124",17,Milwood St,2124.0,Dorchester,7A,3,8,C11,16.0,11.0,,,-71.0579385,42.281532
BCS-00090825,2025-09-18 16:31:54.549+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-18 17:30:05+00,2025-09-21 16:31:54.549+00,ONTIME,Call,"Brookline Ave & Riverway, Fenway, MA 02215",,,2215.0,Fenway,10A,8,4,D4,4.0,10.0,,,-71.1032445,42.342759
BCS-00112303,2025-11-04 18:12:56.236+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-07 18:12:56.236+00,ONTIME,Call,"90-94 Gladstone St, Boston, MA 02128",90,Gladstone St,2128.0,East Boston,9,1,1,A7,1.0,13.0,,,-71.0037495,42.389109
BCS-00107085,2025-10-25 11:48:00.142+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-28 11:48:00.142+00,OVERDUE,Call,"60-64 Westview St, Boston, MA 02124",60,Westview St,2124.0,Dorchester,7B,4,8,B3,14.0,10.0,,,-71.0818335,42.290793
BCS-00106967,2025-10-24 18:50:55.271388+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,Closed,Noted,,2025-10-24 21:42:01+00,2025-10-27 18:51:01.799673+00,ONTIME,BOS311,"700 Boylston St, Boston, MA 02116",640,Boylston St,2116.0,Back Bay,1C,8,4,D4,5.0,7.0,,,-71.0777115,42.349779
BCS-00110717,2025-11-01 20:47:27.306+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-04 19:47:27.306+00,OVERDUE,Call,"450 Harrison Ave, Boston, MA 02118",47,Thayer St,2118.0,South End,1C,3,4,D4,3.0,16.0,,,-71.06418,42.342543
BCS-00106099,2025-10-23 11:36:04.31+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-26 11:36:04.31+00,OVERDUE,Call,"67 Baldwin St, Boston, MA 02129",67,Baldwin St,2129.0,Charlestown,1A,1,3,A15,2.0,6.0,,,-71.070012,42.38217
BCS-00111995,2025-11-04 12:13:43.835835+00,Tree or Stump Removal,Tree or Stump Removal,Parks & Recreation,Urban Forestry,Closed,Noted,Duplicate of existing case #5857821 where tree removal is being handled. This tree has been inspected and is currently pending removal by the city contractor.,2025-11-05 08:02:01+00,2025-11-07 12:13:43.835835+00,ONTIME,BOS311,"7 Calvin Rd, Boston, MA 02130",7,Calvin Rd,2130.0,Jamaica Plain,2,6,9,E13,19.0,2.0,,,-71.13033,42.304743
BCS-00097178,2025-10-02 15:54:41.121+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-05 15:54:41.121+00,OVERDUE,Call,"14 Lakeville Rd 8, Jamaica Plain, MA 02130",14,Lakeville Rd,2130.0,Jamaica Plain,2,6,9,E13,19.0,5.0,,,-71.11465,42.31601
BCS-00096777,2025-10-02 01:53:35.924+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-10-02 03:00:08+00,2025-10-05 01:53:35.924+00,ONTIME,Call,"107 Bloomfield St 1, Dorchester, MA 02124",107,Bloomfield St,2124.0,Dorchester,3,4,7,C11,17.0,2.0,,,-71.07069,42.29856
BCS-00083855,2025-09-04 13:27:55.386+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-09-07 13:27:55.386+00,OVERDUE,Call,"40 Sumner St, Dorchester, MA 02125",40,Sumner St,2125.0,Dorchester,3,3,7,C11,13.0,6.0,,,-71.061579,42.318189
BCS-00111612,2025-11-03 18:26:08.662+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Needs Reallocation,Transitioned,,,2025-11-06 18:26:08.662+00,OVERDUE,Call,"100 Allandale St, Boston, MA 02130",100,Allandale St,2130.0,West Roxbury,2,6,10,E13,20.0,6.0,,,-71.1331695,42.301287
BCS-00107898,2025-10-27 18:05:40.851102+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-30 18:05:40.851102+00,OVERDUE,BOS311,"366-366H W Broadway, Boston, MA 02127",,W Broadway,2127.0,South Boston,5,2,6,C6,6.0,10.0,,,-71.04929183,42.33781259
BCS-00113481,2025-11-06 17:06:46.583+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-09 17:07:01.843193+00,ONTIME,Call,"48 Norfolk St, Boston, MA 02124",48,Norfolk St,2124.0,Dorchester,7B,4,8,B3,17.0,8.0,,,-71.073369,42.288993
BCS-00111086,2025-11-03 09:46:38.58+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-06 09:46:38.58+00,OVERDUE,Call,"16 Magazine St, Boston, MA 02119",16,Magazine St,2119.0,Roxbury,10B,3,7,B2,8.0,6.0,,,-71.073909,42.325632
BCS-00109775,2025-10-30 19:39:16.253675+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-02 18:39:16.253675+00,OVERDUE,BOS311,"3573 Washington St, Boston, MA 02130",3573,Washington St,,,,6,9,,,,,,-71.1100395,42.304167
BCS-00110129,2025-10-31 13:51:56.134+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,Closed,Noted,The City of Boston does not maintain trees rooted on private property. There are no City owned sidewalk trees at this location. It is the property owners responsibility to maintain the tree.,2025-10-31 16:16:03+00,2025-11-03 12:51:56.134+00,ONTIME,Call,"97 Brunswick St, Boston, MA 02121",97,Brunswick St,2121.0,Dorchester,3,4,7,B2,14.0,1.0,,,-71.08002,42.310665
BCS-00109099,2025-10-29 15:30:31.258+00,Tree or Stump Removal,Tree or Stump Removal,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-01 15:30:31.258+00,OVERDUE,Call,"80 Richmere Rd, Boston, MA 02126",80,Richmere Rd,2126.0,Mattapan,8B,5,12,E18,18.0,21.0,,,-71.1022005,42.268131
BCS-00065843,2025-08-01 20:59:49.697+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-04 20:59:49.697+00,OVERDUE,Call,"1 Seaport Ln, South Boston Waterfront, MA 02210",1,Seaport Ln,2210.0,South Boston Waterfront,5,2,6,C6,6.0,12.0,,,-71.0412345,42.34941
BCS-00100867,2025-10-10 23:09:47.621+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-13 23:09:47.621+00,OVERDUE,Call,"7A Horadan Way, Mission Hill, MA 02120",7A,Horadan Way,2120.0,Mission Hill,10A,8,9,B2,10.0,2.0,,,-71.096409,42.333813
BCS-00098427,2025-10-06 11:53:09.909+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-09 11:53:09.909+00,OVERDUE,Call,"65 Knoll St, Roslindale, MA 02131",65,Knoll St,2131.0,Roslindale,6B,5,10,E5,20.0,1.0,,,-71.134722,42.292782
BCS-00112549,2025-11-05 10:40:03.639972+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,Needs Reallocation,Transitioned,,,2025-11-08 10:40:03.639972+00,ONTIME,BOS311,"24 Tower St, Boston, MA 02130",24,Tower St,2130.0,Jamaica Plain,2,6,12,E13,11.0,8.0,,,-71.1123615,42.299631
BCS-00113089,2025-11-06 09:51:19.475261+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-09 09:51:19.475261+00,ONTIME,BOS311,"44 Saint James St, Boston, MA 02119",44,Saint James St,2119.0,Roxbury,10B,7,9,B2,12.0,1.0,,,-71.0859285,42.326667
BCS-00066397,2025-08-04 08:47:23.408+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-04 09:30:08+00,2025-08-07 08:47:23.408+00,ONTIME,Call,"49 Fuller St, Dorchester, MA 02124",49,Fuller St,2124.0,Dorchester,7A,4,8,C11,17.0,11.0,,,-71.0675415,42.283359
BCS-00095590,2025-09-29 16:33:30.017+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-02 16:33:30.017+00,OVERDUE,Call,"51 Montclair Ave, West Roxbury, MA 02132",51,Montclair Ave,2132.0,West Roxbury,6B,6,10,E5,20.0,6.0,,,-71.1413505,42.290937
BCS-00106843,2025-10-24 15:14:42.92918+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-27 15:15:01.991817+00,OVERDUE,BOS311,,,,,Brighton,4,9,11,D14,22.0,11.0,,,,
BCS-00087870,2025-09-12 11:00:25.263+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-12 12:30:08+00,2025-09-15 11:00:25.263+00,ONTIME,Call,"40 Gibson St, Dorchester, MA 02122",40,Gibson St,2122.0,Dorchester,7A,3,7,C11,16.0,1.0,,,-71.0592615,42.297975
BCS-00076762,2025-08-22 16:14:17.766+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-22 16:30:11+00,2025-08-25 16:14:17.766+00,ONTIME,Call,"1932 Hyde Park Ave, Hyde Park, MA 02136",1932,Hyde Park Ave,2136.0,Hyde Park,8A,5,10,E18,18.0,20.0,,,-71.133561,42.233076
BCS-00111919,2025-11-04 11:12:35.71846+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,Closed,Noted,The mold is not hurting the tree. It is growing because the ground is very wet under the green watering bag.,2025-11-05 09:10:01+00,2025-11-07 11:12:35.71846+00,ONTIME,BOS311,"681-683 Washington St, Boston, MA 02124",683,Washington St,2124.0,Dorchester,7B,4,8,C11,17.0,9.0,,,-71.07120818,42.28771065
BCS-00107155,2025-10-25 18:03:35.163031+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-28 18:03:35.163031+00,OVERDUE,BOS311,"157 Beacon St, Boston, MA 02116",157,Beacon St,2116.0,Back Bay,1C,8,4,D4,5.0,6.0,,,-71.075151,42.354468
BCS-00098951,2025-10-07 10:39:05.695+00,Lane Divider,Lane Divider,Boston Transportation Department (BTD),Boston Transportation Department General,Closed,Transitioned,,2025-10-28 12:38:05+00,2025-10-10 10:39:05.695+00,OVERDUE,Call,"5 Putnam Pl, Boston, MA 02119",5,Putnam Pl,2119.0,Roxbury,10B,7,9,B2,9.0,4.0,,,-71.08847,42.32982
BCS-00112911,2025-11-05 16:58:34.241929+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-08 16:58:34.241929+00,ONTIME,BOS311,"16 Dunmore St, Boston, MA 02119",16,Dunmore St,2119.0,Roxbury,10B,3,7,B2,8.0,6.0,,,-71.0745255,42.325866
BCS-00113535,2025-11-06 23:05:58.594215+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-09 23:06:02.246356+00,ONTIME,BOS311,"446-456 W Broadway, Boston, MA 02127",,W Broadway,2127.0,South Boston,5,2,6,C6,6.0,4.0,,,-71.04663,42.336288
BCS-00096110,2025-09-30 16:33:41.294+00,Lost Pet,Lost Pet,Animal Care & Control,Animal control staff,In progress,,,,2025-10-03 16:33:41.294+00,OVERDUE,Call,"40-64 Weaver Ct, Roxbury, MA 02119",44,Weaver Ct,2119.0,Roxbury,10B,7,9,B2,11.0,2.0,,,-71.0965125,42.321735
BCS-00107615,2025-10-27 11:35:23.916012+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-30 11:35:23.916012+00,OVERDUE,BOS311,"10 Worthington St, Boston, MA 02120",10,Worthington St,2120.0,Mission Hill,10A,8,9,B2,10.0,2.0,,,-71.1024795,42.334083
BCS-00078723,2025-08-26 17:23:30.479+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-26 17:45:05+00,2025-08-29 17:23:30.479+00,ONTIME,Call,"540 Adams St, Dorchester, MA 02122",540,Adams St,2122.0,Dorchester,7A,3,8,C11,16.0,7.0,,,-71.056161,42.291387
BCS-00111994,2025-11-04 12:13:32.093222+00,Tree or Stump Removal,Tree or Stump Removal,Parks & Recreation,Urban Forestry,Closed,Noted,The tree in question is located on private property. The BPRD Urban Forestry Division does not maintain trees located on private property. It is the property owners resposibility to maintain thier trees.,2025-11-05 08:06:01+00,2025-11-07 12:13:32.093222+00,ONTIME,BOS311,"560 E Fifth St, Boston, MA 02127",560,E Fifth St,2127.0,South Boston,5,2,6,C6,6.0,6.0,,,-71.03803061,42.33405869
BCS-00106109,2025-10-23 11:49:36.224069+00,Street Light Knockdown,Street Light Knockdown,,,Needs Reallocation,Transitioned,,,2025-10-26 11:49:36.224069+00,OVERDUE,BOS311,"155-159 Charles St, Boston, MA 02114",3,Silver Pl,2114.0,Beacon Hill,1B,8,3,A1,5.0,11.0,,,-71.07057,42.36066
BCS-00073086,2025-08-16 19:11:23.438+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-19 19:11:23.438+00,OVERDUE,Call,"1400 VFW Pkwy, West Roxbury, MA 02132",1400,VFW Pkwy,2132.0,West Roxbury,6A,6,10,E5,20.0,5.0,,,-71.171856,42.274242
BCS-00111604,2025-11-03 17:51:57.768+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-06 17:51:57.768+00,OVERDUE,Call,"44 Mill St, Boston, MA 02122",44,Mill St,2122.0,Dorchester,7A,3,7,C11,16.0,2.0,,,-71.05149,42.298263
BCS-00090897,2025-09-18 19:43:17.45+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-18 20:00:08+00,2025-09-21 19:43:17.45+00,ONTIME,Call,"850 Harrison Ave, South End, MA 02118",850,Harrison Ave,2118.0,South End,1C,3,4,D4,8.0,2.0,,,-71.0741655,42.334722
BCS-00110926,2025-11-02 17:55:24.871565+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-05 17:56:02.436988+00,OVERDUE,BOS311,"35 Braintree St, Boston, MA 02134",35,Braintree St,2134.0,Allston,4,9,11,D14,22.0,2.0,,,-71.13447,42.356322
BCS-00109178,2025-10-29 19:01:39.905602+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-01 19:01:39.905602+00,OVERDUE,BOS311,"137 Cornell St, Boston, MA 02131",137,Cornell St,2131.0,Roslindale,6B,5,10,E5,18.0,10.0,,,-71.1330885,42.278058
BCS-00113490,2025-11-06 17:26:21.77+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-11-09 17:26:21.77+00,ONTIME,Call,"110 Atlantic Ave, Downtown, MA 02110",110,Atlantic Ave,2110.0,Downtown,1B,1,3,A1,3.0,1.0,,,-71.052183,42.361002
BCS-00107374,2025-10-26 19:58:48.987733+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-29 19:58:48.987733+00,OVERDUE,BOS311,"332-338 Hanover St, Boston, MA 02113",8,N Bennet St,2113.0,North End,1B,1,3,A1,3.0,11.0,,,-71.053857,42.364917
BCS-00099316,2025-10-07 17:37:43.293+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-10 17:37:43.293+00,OVERDUE,Call,"10-99 Rossmore Rd, Jamaica Plain, MA 02130",28,Rossmore Rd,2130.0,Jamaica Plain,2,6,9,E13,11.0,8.0,,,-71.1051705,42.303123
BCS-00081446,2025-08-31 21:04:03.853+00,Lost Pet,Lost Pet,Animal Care & Control,Animal control staff,In progress,,,,2025-09-03 21:04:03.853+00,OVERDUE,Call,"101 W Broadway, South Boston, MA 02127",101,W Broadway,2127.0,South Boston,5,2,6,C6,6.0,1.0,,,-71.054919,42.341211
BCS-00112954,2025-11-05 19:03:32.373373+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-08 19:04:01.821628+00,ONTIME,BOS311,"2287-2289 Dorchester Ave, Boston, MA 02124",1172,Washington St,2124.0,Dorchester,7A,3,8,C11,17.0,13.0,,,-71.06800025,42.27221088
BCS-00112327,2025-11-04 18:53:06.564313+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-07 18:53:06.564313+00,ONTIME,BOS311,,,,,Hyde Park,8A,5,10,E18,18.0,19.0,,,,
BCS-00109181,2025-10-29 19:12:18.309016+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-01 19:12:18.309016+00,OVERDUE,BOS311,"1759-1763 Washington St, Boston, MA 02118",1767,Washington St,2118.0,Roxbury,10B,7,4,D4,9.0,6.0,,,-71.077028,42.33645
BCS-00110512,2025-11-01 11:33:19.740041+00,Planting Request,Planting Request,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-04 10:33:19.740041+00,OVERDUE,BOS311,"52 Academy Hill Rd, Boston, MA 02135",52,Academy Hill Rd,2135.0,Brighton,4,9,11,D14,22.0,3.0,,,-71.15333221,42.34725395
BCS-00106451,2025-10-23 18:33:25.907658+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-26 18:33:25.907658+00,OVERDUE,BOS311,"4 Monsignor John J. O'Donnell Sq, Boston, MA 02122",4,Monsignor John J. O'Donnell Sq,2122.0,Dorchester,7A,3,8,C11,16.0,7.0,,,-71.04870636,42.29042163
BCS-00106113,2025-10-23 11:51:44.916906+00,Street Light Knockdown,Street Light Knockdown,,,In progress,,,,2025-10-26 11:51:44.916906+00,OVERDUE,BOS311,"220 Charles St, Boston, MA 02114",220,Charles St,2114.0,West End,1B,8,3,A1,3.0,9.0,,,-71.071208,42.361369
BCS-00107714,2025-10-27 13:12:26.988044+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-30 13:12:26.988044+00,OVERDUE,BOS311,"161 Allston St, Boston, MA 02134",161,Allston St,2134.0,Allston,4,9,11,D14,21.0,9.0,,,-71.1381195,42.348087
BCS-00104871,2025-10-20 22:33:12.928+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-10-21 09:30:14+00,2025-10-23 22:33:12.928+00,ONTIME,Call,"56-58 Lincoln St, Brighton, MA 02135",58,Lincoln St,2135.0,Brighton,4,9,11,D14,22.0,5.0,,,-71.144559,42.358599
BCS-00112370,2025-11-05 05:53:43.148634+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-08 05:53:43.148634+00,ONTIME,BOS311,"39 Mount Pleasant Ave, Boston, MA 02119",39,Mount Pleasant Ave,2119.0,Roxbury,10B,7,7,B2,8.0,3.0,,,-71.079741,42.326991
BCS-00107907,2025-10-27 18:34:33+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,Create,,,,2025-10-30 18:34:33+00,OVERDUE,Call,"16 Morley St, Roxbury, MA 02119",16,Morley St,2119.0,Roxbury,10B,7,9,B2,9.0,5.0,,,-71.092341,42.329178
BCS-00097115,2025-10-02 14:52:26.062+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-05 14:52:26.062+00,OVERDUE,Call,"1 City Hall Plz, Downtown, MA 02114",1,City Hall Plz,2114.0,Downtown,1B,1,3,A1,3.0,6.0,,,-71.0582715,42.3603
BCS-00095988,2025-09-30 14:03:49.526+00,Lost Pet,Lost Pet,Animal Care & Control,Animal control staff,In progress,,,,2025-10-03 14:03:49.526+00,OVERDUE,Call,"305 Western Ave, Allston, MA 02134",305,Western Ave,2134.0,Allston,4,9,11,D14,22.0,1.0,,,-71.1352395,42.363729
BCS-00085192,2025-09-07 12:31:17.571+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-07 15:15:10+00,2025-09-10 12:31:17.571+00,ONTIME,Call,"1800 Centre St, West Roxbury, MA 02132",1800,Centre St,2132.0,West Roxbury,6A,6,10,E5,20.0,18.0,,,-71.1520065,42.286311
BCS-00096972,2025-10-02 12:04:37.821+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-05 12:04:37.821+00,OVERDUE,Call,"35 Soley St, Charlestown, MA 02129",35,Soley St,2129.0,Charlestown,1A,1,3,A15,2.0,3.0,,,-71.061165,42.374682
BCS-00112263,2025-11-04 16:53:36.856129+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Needs Reallocation,Transitioned,,,2025-11-07 16:53:36.856129+00,ONTIME,BOS311,"664 West Roxbury Pkwy, Boston, MA 02131",664,West Roxbury Pkwy,2131.0,Roslindale,6B,5,10,E5,20.0,8.0,,,-71.1462915,42.283233
BCS-00108781,2025-10-29 09:11:11.776+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-01 09:11:11.776+00,OVERDUE,Call,"144 Chestnut St, Boston, MA 02108",75,David G Mugar Way,2114.0,Beacon Hill,1B,8,3,A1,5.0,5.0,,,-71.072919,42.35634
BCS-00073108,2025-08-16 22:09:28.152+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-16 22:45:07+00,2025-08-19 22:09:28.152+00,ONTIME,Call,"108 Colberg Ave, Roslindale, MA 02131",108,Colberg Ave,2131.0,Roslindale,6B,5,10,E5,20.0,8.0,,,-71.1435555,42.283188
