case_id,open_date,case_topic,service_name,assigned_department,assigned_team,case_status,closure_reason,closure_comments,close_date,target_close_date,on_time,report_source,full_address,street_number,street_name,zip_code,neighborhood,public_works_district,city_council_district,fire_district,police_district,ward,precinct,submitted_photo,closed_photo,longitude,latitude
BCS-00065803,2025-08-01 18:03:51.134+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-04 18:03:51.134+00,OVERDUE,Call,"Freeport St & Kimball St, Dorchester, MA 02122",,,2122.0,Dorchester,3,3,7,C11,15.0,6.0,,,-71.056917,42.305121
BCS-00111665,2025-11-03 23:34:05.389199+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-06 23:34:05.389199+00,OVERDUE,BOS311,"89-119 Canal St, Boston, MA 02114",,Causeway St,2114.0,West End,1B,8,3,A1,3.0,10.0,,,-71.0602605,42.36507
BCS-00098857,2025-10-07 08:22:22.401+00,Lane Divider,Lane Divider,Boston Transportation Department (BTD),Boston Transportation Department General,Closed,Transitioned,,2025-11-04 12:02:01+00,2025-10-10 08:57:18.491717+00,OVERDUE,Call,"1 City Hall Plz, Boston, MA 02114",1,City Hall Plz,2114.0,Downtown,1B,1,3,A1,3.0,6.0,,,-71.0582715,42.3603
BCS-00065692,2025-08-01 15:05:35.458+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-04 15:05:35.458+00,OVERDUE,Call,"540 Gallivan Blvd, Dorchester, MA 02122",540,Gallivan Blvd,2122.0,Dorchester,7A,3,8,C11,16.0,9.0,,,-71.0547165,42.28299
BCS-00111664,2025-11-03 23:21:49.759741+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-06 23:21:49.759741+00,OVERDUE,BOS311,"13 Hanover Ave, Boston, MA 02109",13,Hanover Ave,2109.0,North End,1B,1,3,A1,3.0,2.0,,,-71.05221,42.365691
BCS-00105891,2025-10-23 05:37:06.456488+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-26 05:37:06.456488+00,OVERDUE,BOS311,"70 Rossmore Rd, Boston, MA 02130",70,Rossmore Rd,2130.0,Jamaica Plain,2,6,9,E13,11.0,8.0,,,-71.1057105,42.304005
BCS-00110284,2025-10-31 17:16:15.823368+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-03 16:16:15.823368+00,OVERDUE,BOS311,"18 Roxana St, Boston, MA 02136",18,Roxana St,2136.0,Hyde Park,8A,5,10,E18,18.0,19.0,,,-71.1319185,42.25149
BCS-00075470,2025-08-20 15:57:40.832+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-23 15:57:40.832+00,OVERDUE,Call,"648 Adams St, Dorchester, MA 02122",648,Adams St,2122.0,Dorchester,7A,3,8,C11,16.0,9.0,,,-71.054739,42.287841
BCS-00065757,2025-08-01 16:24:35.596+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-04 16:24:35.596+00,OVERDUE,Call,"24 Algonquin St, Dorchester, MA 02124",24,Algonquin St,2124.0,Dorchester,3,4,8,B3,17.0,1.0,,,-71.074179,42.297552
BCS-00106998,2025-10-24 21:13:12.279579+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-27 21:13:12.279579+00,OVERDUE,BOS311,"70 Rossmore Rd, Boston, MA 02130",70,Rossmore Rd,2130.0,Jamaica Plain,2,6,9,E13,11.0,8.0,,,-71.1057105,42.304005
BCS-00110936,2025-11-02 18:47:48.529658+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-05 18:47:48.529658+00,OVERDUE,BOS311,"76 Washington St, Boston, MA 02129",76,Washington St,2129.0,Charlestown,1A,1,3,A15,2.0,1.0,,,-71.0665605,42.373692
BCS-00112371,2025-11-05 06:03:10.475+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-11-05 06:30:10+00,2025-11-08 06:03:10.475+00,ONTIME,Call,"18 Ashland St 1, Dorchester, MA 02122",18,Ashland St,2122.0,Dorchester,7A,3,7,C11,16.0,2.0,,,-71.05324,42.30031
BCS-00105611,2025-10-22 12:50:18.864734+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-25 12:50:18.864734+00,OVERDUE,BOS311,"146-148 Nonantum St, Boston, MA 02135",148,Nonantum St,2135.0,Brighton,4,9,11,D14,22.0,4.0,,,-71.1737505,42.349977
BCS-00112032,2025-11-04 12:55:02.052348+00,Tree or Stump Removal,Tree or Stump Removal,Parks & Recreation,Urban Forestry,Closed,Noted,The BPRD Urban Forestry Division does not maintain trees located on private property. The trees in question are located on private property and are the responsibility of the property owner to maintain.,2025-11-05 08:00:02+00,2025-11-07 12:55:02.052348+00,ONTIME,BOS311,"44 Saint James St, Boston, MA 02119",44,Saint James St,2119.0,Roxbury,10B,7,9,B2,12.0,1.0,,,-71.0859285,42.326667
BCS-00112429,2025-11-05 08:55:39.701+00,Planting Request,Planting Request,Parks & Recreation,Urban Forestry,Closed,Resolved successfully,,2025-11-05 14:23:08.98871+00,2025-11-08 13:42:09.004313+00,ONTIME,Call,"11 Saint John St, Boston, MA 02130",11,Saint John St,2130.0,Jamaica Plain,2,6,9,E13,19.0,6.0,,,-71.112879,42.313923
BCS-00088321,2025-09-13 11:29:30.451+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-09-16 11:29:30.451+00,OVERDUE,Call,"42 Eighth St 2307, Charlestown, MA 02129",42,Eighth St,2129.0,Charlestown,1A,1,3,A15,2.0,2.0,,,-71.052399,42.374831
BCS-00072103,2025-08-14 15:47:18.52+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-14 16:15:07+00,2025-08-17 15:47:18.52+00,ONTIME,Call,"761 Harrison Ave, South End, MA 02118",761,Harrison Ave,2118.0,South End,1C,2,4,D4,8.0,1.0,,,-71.0728335,42.337071
BCS-00111259,2025-11-03 11:53:49.31+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-06 11:53:49.31+00,OVERDUE,Call,"185 Franklin St, Boston, MA 02110",44,Post Office Sq,2110.0,Downtown,1C,1,3,A1,3.0,13.0,,,-71.0549595,42.355575
BCS-00108689,2025-10-28 21:12:07.865365+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-31 21:12:07.865365+00,OVERDUE,BOS311,"115 Norfolk St, Boston, MA 02124",109,Norfolk St,2124.0,Dorchester,7B,4,8,B3,17.0,5.0,,,-71.0764605,42.288498
BCS-00106279,2025-10-23 14:40:47.111+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-26 14:40:47.111+00,OVERDUE,Call,"8-10 Tennis Rd, Boston, MA 02126",8,Tennis Rd,2126.0,Mattapan,7B,5,12,B3,18.0,3.0,,,-71.094411,42.275421
BCS-00094641,2025-09-26 20:09:36.93+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-26 20:30:06+00,2025-09-29 20:09:36.93+00,ONTIME,Call,"18 Gaston St, Roxbury, MA 02121",18,Gaston St,2121.0,Roxbury,10B,7,7,B2,12.0,6.0,,,-71.081919,42.313842
BCS-00108899,2025-10-29 11:14:26.524182+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,Closed,Noted,,2025-10-29 14:00:15+00,2025-11-01 11:14:26.524182+00,ONTIME,BOS311,"86-88 Phillips St, Boston, MA 02114",,Phillips St,2114.0,Beacon Hill,1B,8,3,A1,5.0,11.0,,,-71.06971021,42.36026198
BCS-00109257,2025-10-30 08:13:31.409797+00,Planting Request,Planting Request,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-02 07:13:31.409797+00,OVERDUE,BOS311,"37 Coolidge Rd, Boston, MA 02134",37,Coolidge Rd,2134.0,Allston,4,9,11,D14,22.0,1.0,,,-71.1301905,42.359553
BCS-00107109,2025-10-25 13:49:27.231+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-28 13:49:27.231+00,OVERDUE,Call,"97-103 Norfolk St, Boston, MA 02124",101,Norfolk St,2124.0,Dorchester,7B,4,8,B3,17.0,5.0,,,-71.0761095,42.288534
BCS-00109259,2025-10-30 08:18:04.702+00,Tree or Stump Removal,Tree or Stump Removal,Parks & Recreation,Urban Forestry,Needs Reallocation,Transitioned,,,2025-11-02 07:18:04.702+00,OVERDUE,Call,"100 Claybourne St, Boston, MA 02124",100,Claybourne St,2124.0,Dorchester,3,4,7,C11,17.0,3.0,,,-71.0710425,42.296247
BCS-00105472,2025-10-22 09:56:13.319895+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-25 09:56:13.319895+00,OVERDUE,BOS311,"335 Bunker Hill St, Boston, MA 02129",335,Bunker Hill St,2129.0,Charlestown,1A,1,3,A15,2.0,6.0,,,-71.0672715,42.381441
BCS-00110388,2025-11-01 02:02:02.186+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Create,,,,2025-11-04 01:02:02.186+00,OVERDUE,Call,"209 Bunker Hill St 1, Charlestown, MA 02129",209,Bunker Hill St,2129.0,Charlestown,1A,1,3,A15,2.0,8.0,,,-71.06243,42.37909
BCS-00102432,2025-10-14 19:51:50.175+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,Closed,Noted,,2025-10-23 07:30:02+00,2025-10-17 19:51:50.175+00,OVERDUE,Call,"11 Elven Rd, Boston, MA 02131",7,Elven Rd,2131.0,Roslindale,2,5,12,E5,19.0,11.0,,,-71.1201015,42.293322
BCS-00112323,2025-11-04 18:35:53.345+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-07 18:35:53.345+00,ONTIME,Call,"1163 Columbus Ave, Boston, MA 02120",1400,Tremont St,2120.0,Mission Hill,10A,8,9,B2,10.0,5.0,,,-71.095779,42.331383
BCS-00073076,2025-08-16 18:34:12.221+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-19 18:34:12.221+00,OVERDUE,Call,"1 Marina Park Dr, South Boston Waterfront, MA 02210",1,Marina Park Dr,2210.0,South Boston Waterfront,5,2,6,C6,6.0,12.0,,,-71.0454105,42.353226
BCS-00113349,2025-11-06 14:22:06.354272+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-09 14:22:06.354272+00,ONTIME,BOS311,"55-57 Seaport Blvd, Boston, MA 02210",55,Seaport Blvd,2210.0,South Boston Waterfront,5,2,6,C6,6.0,11.0,,,-71.047854,42.352587
BCS-00111951,2025-11-04 11:35:10.097529+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Closed,Noted,test,2025-11-04 13:28:05+00,2025-11-07 11:35:10.097529+00,ONTIME,BOS311,"1P Faneuil Hall Sq, Boston, MA 02109",6,Faneuil Hall Sq,2108.0,Downtown,1B,1,3,A1,3.0,6.0,,,-71.057281,42.360213
BCS-00110473,2025-11-01 10:09:32.647+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Closed,Noted,no emergency found at this location,2025-11-01 13:46:20+00,2025-11-04 09:09:32.647+00,ONTIME,Call,"36 Park St, Boston, MA 02122",36,Park St,2122.0,Dorchester,7A,3,7,C11,16.0,2.0,,,-71.0542485,42.301089
BCS-00108694,2025-10-28 22:00:43.557585+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-31 22:00:43.557585+00,OVERDUE,BOS311,"249-257 A St, Boston, MA 02210",249,A St,2210.0,South Boston Waterfront,5,2,6,C6,6.0,11.0,,,-71.05113674,42.34693975
BCS-00112293,2025-11-04 17:56:54.703004+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-07 17:56:54.703004+00,ONTIME,BOS311,"97 Fifth St, Boston, MA 02129",97,Fifth St,2129.0,Charlestown,1A,1,3,A15,2.0,2.0,,,-71.0558505,42.375321
BCS-00106907,2025-10-24 16:17:00.862+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-27 16:17:00.862+00,OVERDUE,Call,"233 Hancock St, Dorchester, MA 02122",233,Hancock St,2122.0,Dorchester,3,3,7,C11,15.0,4.0,,,-71.0602695,42.309468
BCS-00106182,2025-10-23 12:50:12.217236+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-26 12:50:12.217236+00,OVERDUE,BOS311,"67 Dartmouth St, Boston, MA 02116",67,Dartmouth St,2116.0,South End,1C,2,4,D4,4.0,1.0,,,-71.074521,42.344928
BCS-00097759,2025-10-03 18:38:28.156+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-06 18:38:28.156+00,OVERDUE,Call,"616 Massachusetts Ave, South End, MA 02118",616,Massachusetts Ave,2118.0,South End,1C,7,4,D4,9.0,2.0,,,-71.077212,42.336999
BCS-00113533,2025-11-06 22:47:45.846276+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-09 22:47:45.846276+00,ONTIME,BOS311,"60 Leo M Birmingham Pkwy, Boston, MA 02135",60,Leo M Birmingham Pkwy,2135.0,Brighton,4,9,11,D14,22.0,5.0,,,-71.1466515,42.359589
BCS-00112337,2025-11-04 19:42:42.18+00,Lost Pet,Lost Pet,Animal Care & Control,Animal control staff,In progress,,,,2025-11-07 19:42:42.18+00,ONTIME,Call,"42 Phillips St, Beacon Hill, MA 02114",42,Phillips St,2114.0,Beacon Hill,1B,8,3,A1,5.0,4.0,,,-71.068203,42.36021
BCS-00091559,2025-09-20 14:24:34.207+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-09-23 14:24:34.207+00,OVERDUE,Call,"76 Woodruff Way, Mattapan, MA 02126",76,Woodruff Way,2126.0,Mattapan,7B,4,8,B3,18.0,1.0,,,-71.0807895,42.274161
BCS-00113436,2025-11-06 15:44:44.031+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Closed,Noted,hi mom,2025-11-06 15:50:02+00,2025-11-09 15:44:44.031+00,ONTIME,Call,"1260 Boylston St, Boston, MA 02215",1260,Boylston St,2215.0,Fenway,10A,8,4,D4,5.0,12.0,,,-71.0960265,42.344901
BCS-00110237,2025-10-31 16:08:52.687+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-03 15:08:52.687+00,OVERDUE,Call,"106-108 Kenrick St, Boston, MA 02135",106,Kenrick St,2135.0,Brighton,4,9,11,D14,22.0,8.0,,,-71.167212,42.346449
BCS-00109165,2025-10-29 17:54:56.131604+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-01 17:54:56.131604+00,OVERDUE,BOS311,"374-382 Congress St, Boston, MA 02210",10,Boston Wharf Rd,2210.0,South Boston Waterfront,5,2,6,C6,6.0,11.0,,,-71.047143,42.350103
BCS-00112539,2025-11-05 10:31:49.68+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-08 10:31:49.68+00,ONTIME,Call,"48 Train St, Boston, MA 02122",48,Train St,2122.0,Dorchester,7A,3,8,C11,16.0,5.0,,,-71.054883,42.294285
BCS-00111728,2025-11-04 08:15:46.221881+00,Tree or Stump Removal,Tree or Stump Removal,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-07 08:15:46.221881+00,ONTIME,BOS311,"31-33 Irving St, Boston, MA 02114",31,Irving St,2114.0,Beacon Hill,1B,8,3,A1,5.0,4.0,,,-71.06652,42.36012
BCS-00108698,2025-10-28 22:20:09.738866+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,Needs Reallocation,Transitioned,,,2025-10-31 22:20:09.738866+00,OVERDUE,BOS311,"660A-660 Saratoga St, Boston, MA 02128",660,Saratoga St,2128.0,East Boston,9,1,1,A7,1.0,11.0,,,-71.020971,42.38253
BCS-00108682,2025-10-28 21:09:33.31975+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-31 21:09:33.31975+00,OVERDUE,BOS311,"68 Norfolk St, Boston, MA 02124",68,Norfolk St,2124.0,Dorchester,7B,4,8,B3,17.0,5.0,,,-71.07473665,42.2888571
BCS-00110875,2025-11-02 14:01:41.66+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Closed,Noted,nothing found at this location need more information jl od gr,2025-11-02 17:46:30+00,2025-11-05 14:01:41.66+00,ONTIME,Call,"7 Mossdale Rd, Boston, MA 02130",7,Mossdale Rd,2130.0,Jamaica Plain,2,6,9,E13,19.0,2.0,,,-71.1274005,42.307722
BCS-00107237,2025-10-26 10:10:40.088107+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-10-27 06:15:03+00,2025-10-29 10:10:40.088107+00,ONTIME,BOS311,"555 Ashmont St 1, Dorchester, MA 02122",555,Ashmont St,2122.0,Dorchester,7A,3,8,C11,16.0,10.0,,,-71.051049,42.289281
BCS-00108081,2025-10-28 09:39:30.603+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-31 09:39:30.603+00,OVERDUE,Call,"1741 Commonwealth Ave, Boston, MA 02135",1741,Commonwealth Ave,2135.0,Brighton,4,9,11,D14,21.0,13.0,,,-71.1493785,42.341841
BCS-00072944,2025-08-16 11:06:55.957+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-19 11:06:55.957+00,OVERDUE,Call,"100-128 Dartmouth St, South End, MA 02116",120,Dartmouth St,2116.0,South End,1C,2,4,D4,4.0,3.0,,,-71.0755605,42.346089
BCS-00109213,2025-10-29 21:22:29.580415+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-01 21:22:29.580415+00,OVERDUE,BOS311,"282 Marlborough St, Boston, MA 02116",282,Marlborough St,2116.0,Back Bay,1C,8,4,D4,5.0,8.0,,,-71.08315867,42.35165879
BCS-00107361,2025-10-26 18:53:40.215+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-29 18:53:40.215+00,OVERDUE,Call,"140 Savannah Ave, Boston, MA 02126",140,Savannah Ave,2126.0,Mattapan,7B,5,12,B3,18.0,21.0,,,-71.100639,42.273909
BCS-00098108,2025-10-05 14:01:27.989+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-10-05 14:30:15+00,2025-10-08 14:01:27.989+00,ONTIME,Call,"332 Chestnut Hill Ave, Brighton, MA 02135",332,Chestnut Hill Ave,2135.0,Brighton,4,9,11,D14,21.0,16.0,,,-71.1522045,42.337458
BCS-00112230,2025-11-04 16:02:13.543+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-07 16:02:13.543+00,ONTIME,Call,"814 Morton St, Boston, MA 02126",1181,Blue Hill Ave,2126.0,Mattapan,7B,5,12,B3,14.0,14.0,,,-71.0920575,42.284079
BCS-00113443,2025-11-06 15:55:11.174+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-11-09 15:55:11.174+00,ONTIME,Call,"239 Margaretta Dr, West Roxbury, MA 02136",239,Margaretta Dr,2136.0,West Roxbury,8A,5,10,E5,18.0,23.0,,,-71.1456615,42.255099
BCS-00085860,2025-09-08 16:16:16.21+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-08 19:15:07+00,2025-09-11 16:16:16.21+00,ONTIME,Call,"1 City Hall Plz 817, Downtown, MA 02114",1,City Hall Plz,2114.0,Downtown,1B,1,3,A1,3.0,6.0,,,-71.05814,42.3601
BCS-00111225,2025-11-03 11:30:10.403735+00,Tree or Stump Removal,Tree or Stump Removal,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-06 11:30:10.403735+00,OVERDUE,BOS311,"75 W Rutland Sq, Boston, MA 02116",75,W Rutland Sq,2116.0,South End,1C,7,4,D4,4.0,5.0,,,-71.07975,42.343614
BCS-00069738,2025-08-10 13:28:02.908+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-10 14:15:09+00,2025-08-13 13:28:02.908+00,ONTIME,Call,"50 Gladeside Ave, Mattapan, MA 02126",50,Gladeside Ave,2126.0,Mattapan,7B,4,8,B3,18.0,1.0,,,-71.087292,42.272748
BCS-00109941,2025-10-31 10:46:18.284+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-11-03 09:46:18.284+00,OVERDUE,Call,"5-19 Main St, Charlestown, MA 02129",7,Main St,2129.0,Charlestown,1A,1,3,A15,2.0,3.0,,,-71.061714,42.37272
BCS-00110844,2025-11-02 12:16:44.0975+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Needs Reallocation,Transitioned,,,2025-11-05 12:16:44.0975+00,OVERDUE,BOS311,"10-18 Walley St, Boston, MA 02128",16,Walley St,2128.0,East Boston,9,1,1,A7,1.0,14.0,,,-70.999371,42.389262
BCS-00104832,2025-10-20 17:06:30.766+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-10-20 17:30:11+00,2025-10-23 17:06:30.766+00,ONTIME,Call,"1 City Hall Plz, Downtown, MA 02114",1,City Hall Plz,2114.0,Downtown,1B,1,3,A1,3.0,6.0,,,-71.0582715,42.3603
BCS-00078783,2025-08-26 19:30:13.918+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-27 08:30:07+00,2025-08-29 19:30:13.918+00,ONTIME,Call,"360-362 Centre St, Jamaica Plain, MA 02130",362,Centre St,2130.0,Jamaica Plain,10A,6,9,E13,10.0,9.0,,,-71.107848,42.322284
BCS-00113096,2025-11-06 09:57:38.15931+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-09 09:57:38.15931+00,ONTIME,BOS311,"584 E Third St, Boston, MA 02127",584,E Third St,2127.0,South Boston,5,2,6,C6,6.0,6.0,,,-71.0365725,42.336639
BCS-00103941,2025-10-17 16:56:16.367+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-10-17 17:15:00+00,2025-10-20 16:56:16.367+00,ONTIME,Call,Chelsea St & New Rutherford Ave,,Chelsea St & New Rutherford Ave,2129.0,Charlestown,1A,1,3,A15,2.0,1.0,,,-71.06198967,42.37093812
BCS-00105469,2025-10-22 09:53:02.421+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-25 09:53:02.421+00,OVERDUE,Call,"173 Athens St, Boston, MA 02127",173,Athens St,2127.0,South Boston,5,2,6,C6,6.0,1.0,,,-71.0523495,42.340392
BCS-00107969,2025-10-27 21:09:38.004691+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,Closed,Resolved successfully,,2025-11-04 16:44:48+00,2025-10-30 21:09:38.004691+00,OVERDUE,BOS311,"76 S Crescent Cirt, Boston, MA 02135",76,S Crescent Cirt,2135.0,Brighton,4,9,11,D14,22.0,4.0,,,-71.1661995,42.347691
BCS-00097698,2025-10-03 16:20:53.853+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-06 16:20:53.853+00,OVERDUE,Call,"9 Green Hill St, Dorchester, MA 02122",9,Green Hill St,2122.0,Dorchester,7A,3,7,C11,16.0,2.0,,,-71.0510085,42.298596
BCS-00106402,2025-10-23 16:43:20.680068+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-26 16:43:20.680068+00,OVERDUE,BOS311,"24 Harvard St, Boston, MA 02129",24,Harvard St,2129.0,Charlestown,1A,1,3,A15,2.0,3.0,,,-71.0633385,42.372378
BCS-00110457,2025-11-01 09:40:30.332137+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Closed,Noted,Private tree on private property. The CIty of Boston does not maintain trees on private property. Property owner needs to hire their own tree care company.,2025-11-01 10:32:59+00,2025-11-04 08:40:30.332137+00,ONTIME,BOS311,"46 Murray Hill Rd, Boston, MA 02131",46,Murray Hill Rd,2131.0,Roslindale,2,5,12,E5,19.0,13.0,,,-71.125353,42.286896
BCS-00112358,2025-11-04 21:58:56.025704+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-07 21:58:56.025704+00,ONTIME,BOS311,"1654-1662 Dorchester Ave, Boston, MA 02122",1654,Dorchester Ave,2122.0,Dorchester,7A,3,8,C11,16.0,3.0,,,-71.06195522,42.29404841
BCS-00097928,2025-10-04 14:40:29.761+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-10-04 17:00:59+00,2025-10-07 14:40:29.761+00,ONTIME,Call,"176 Marlborough St, Back Bay, MA 02116",176,Marlborough St,2116.0,Back Bay,1C,8,4,D4,5.0,7.0,,,-71.079651,42.352371
BCS-00078054,2025-08-25 16:49:07.038+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-25 17:30:10+00,2025-08-28 16:49:07.038+00,ONTIME,Call,"68 Butler St, Dorchester, MA 02124",68,Butler St,2124.0,Dorchester,7A,3,8,C11,17.0,13.0,,,-71.0624655,42.272136
BCS-00073107,2025-08-16 22:05:58.91+00,Lost Pet,Lost Pet,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-16 22:45:05+00,2025-08-19 22:05:58.91+00,ONTIME,Call,"120 Southern Ave, Dorchester, MA 02124",120,Southern Ave,2124.0,Dorchester,7B,4,8,B3,17.0,5.0,,,-71.077212,42.289461
BCS-00074084,2025-08-18 19:21:23.787+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-19 12:15:09+00,2025-08-21 19:21:23.787+00,ONTIME,Call,"250 First Ave 200, Charlestown, MA 02129",250,First Ave,2129.0,Charlestown,1A,1,3,A15,2.0,2.0,,,-71.05028703,42.37721723
BCS-00077734,2025-08-25 12:39:26.1+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-25 13:00:11+00,2025-08-28 12:39:26.1+00,ONTIME,Call,"31 Hastings St, West Roxbury, MA 02132",31,Hastings St,2132.0,West Roxbury,6A,6,10,E5,20.0,18.0,,,-71.1561015,42.286113
